違規年月份,年齡,違規人性別,違規態樣
111-03,61,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,闖紅燈累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,53,M,闖紅燈累犯
111-03,53,M,闖紅燈累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,49,M,闖紅燈累犯
111-03,49,M,闖紅燈累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,65,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,51,M,闖紅燈累犯
111-03,51,M,闖紅燈累犯
111-03,51,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,52,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,59,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,55,M,闖紅燈累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,闖紅燈累犯
111-03,47,M,闖紅燈累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,49,M,闖紅燈累犯
111-03,49,M,闖紅燈累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,51,M,闖紅燈累犯
111-03,51,M,闖紅燈累犯
111-03,57,M,闖紅燈累犯
111-03,57,M,闖紅燈累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,66,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,47,M,酒駕累犯
111-03,47,M,酒駕累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,47,M,闖紅燈累犯
111-03,47,M,闖紅燈累犯
111-03,47,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,44,M,無照駕駛累犯
111-03,44,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,56,M,闖紅燈累犯
111-03,56,M,闖紅燈累犯
111-03,56,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,42,M,無照駕駛累犯
111-03,59,M,闖紅燈累犯
111-03,59,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,62,M,闖紅燈累犯
111-03,62,M,闖紅燈累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,無照駕駛累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,57,M,闖紅燈累犯
111-03,57,M,闖紅燈累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,52,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,51,M,無照駕駛累犯
111-03,44,M,闖紅燈累犯
111-03,44,M,闖紅燈累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,48,M,闖紅燈累犯
111-03,48,M,闖紅燈累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,59,M,闖紅燈累犯
111-03,59,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,54,M,闖紅燈累犯
111-03,61,M,無照駕駛累犯
111-03,61,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,63,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,63,M,闖紅燈累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,56,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,50,M,無照駕駛累犯
111-03,52,M,闖紅燈累犯
111-03,52,M,闖紅燈累犯
111-03,43,M,闖紅燈累犯
111-03,43,M,闖紅燈累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,46,M,闖紅燈累犯
111-03,46,M,闖紅燈累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,43,M,無照駕駛累犯
111-03,60,M,闖紅燈累犯
111-03,60,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,58,M,闖紅燈累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,64,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,60,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,49,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,57,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,62,M,無照駕駛累犯
111-03,53,M,酒駕累犯
111-03,53,M,酒駕累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,53,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,55,M,無照駕駛累犯
111-03,52,M,無照駕駛累犯
